Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,body (product.metafields.custom.body),brand (product.metafields.custom.brand),custom_price_eur (product.metafields.custom.custom_price_eur),model (product.metafields.custom.model),price_eur (product.metafields.custom.price_eur),vehicle (product.metafields.custom.vehicle),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Дополняющие товары (product.metafields.shopify--discovery--product_recommendation.complementary_products),Сопутствующие товары (product.metafields.shopify--discovery--product_recommendation.related_products),Настройки сопутствующих товаров (product.metafields.shopify--discovery--product_recommendation.related_products_display),Продвижение товаров в поиске (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
urb-fro-25353095-v1,Передні впускні клапани Land Rover Defender 90/110/130 URBAN з передніми габаритними вогнями Nolden,"<p>Передні повітрозабірники Land Rover Defender 90/110/130 URBAN з DRL від Nolden розроблені для поліпшення аеродинаміки та візуального ефекту. Ця інтегрована система освітлення та повітрозабірників, розроблена для сучасної платформи Defender, забезпечує виразну присутність на дорозі, зберігаючи функціональну оптимізацію повітряного потоку.</p><p>Це комплексне оновлення передньої частини поєднує цілеспрямований дизайн із преміальною технологією денних ходових вогнів LED. Система органічно поєднується з міцною естетикою Defender, додаючи сучасного штриху, який виділяє ваш автомобіль серед стандартних конфігурацій.</p><p><br>Основні характеристики:<br></p><ul>
<li>Інтегрований дизайн DRL і повітрозабірника для цілісного стилю передньої частини</li>
<li>Пряма сумісність з моделями Defender 90, 110 та 130</li>
<li>Преміальна світлодіодна технологія Nolden для надійного освітлення</li>
<li>Інженерія Urban Automotive для покращення візуальної привабливості</li>
</ul><p><br>В комплекті<br></p><ul>
<li>Передні блоки DRL</li>
<li>Світлодіодні блоки Nolden</li>
</ul><p><br>Створено для сучасних мандрівників, які прагнуть виділитися.<br></p>",Urban,,Front Bumper Add-ons,"Defender 90, Front Bumper Add-ons, Land Rover, Urban Automotive",true,Title,Default Title,,,,,,,,URB-FRO-25353095-V1,1000.0,,0,continue,manual,112320.00,,true,true,,,,,050-0042,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/050-0042_20Defender_202020_20-_2090-110-130_20-_20_20DRL_20intakes_20-_20Including_20Nolden_20Square_20Drl_27s-1.png?v=1770387873,1,Передні впускні клапани Land Rover Defender 90/110/130 URBAN з передніми габаритними вогнями Nolden,false,Передні впускні клапани Land Rover Defender 90/110/130 URBAN з,Передні впускні клапани Land Rover Defender 90/110/130 URBAN з. URBAN Automotive для Land Rover Defender 90. Офіційний дилер в Україні.,,,,,,,,,,,,"Передні повітрозабірники Land Rover Defender 90/110/130 URBAN з DRL від Nolden розроблені для поліпшення аеродинаміки та візуального ефекту. Ця інтегрована система освітлення та повітрозабірників, розроблена для сучасної платформи Defender, забезпечує виразну присутність на дорозі, зберігаючи функціональну оптимізацію повітряного потоку.Це комплексне оновлення передньої частини поєднує цілеспрямований дизайн із преміальною технологією денних ходових вогнів LED. Система органічно поєднується з міцною естетикою Defender, додаючи сучасного штриху, який виділяє ваш автомобіль серед стандартних конфігурацій.Основні характеристики: Інтегрований дизайн DRL і повітрозабірника для цілісного стилю передньої частини Пряма сумісність з моделями Defender 90, 110 та 130 Преміальна світлодіодна технологі",Land Rover,'1500.0,Defender 90,1500.0,Land Rover Defender 90,,,,,,,kg,,1500.00,active
urb-fro-25353095-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/050-0042_20Defender_202020_20-_2090-110-130_20-_20_20DRL_20intakes_20-_20Including_20Nolden_20Square_20Drl_27s-2_6749d096-0db6-4d6e-970f-9f58fd75f545.png?v=1770387873,2,Передні впускні клапани Land Rover Defender 90/110/130 URBAN з передніми габаритними вогнями Nolden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urb-fro-25353095-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/050-0042_20Defender_202020_20-_2090-110-130_20-_20_20DRL_20intakes_20-_20Including_20Nolden_20Square_20Drl_27s-3.png?v=1770387873,3,Передні впускні клапани Land Rover Defender 90/110/130 URBAN з передніми габаритними вогнями Nolden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urb-fro-25353095-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/050-0042_20Defender_202020_20-_2090-110-130_20-_20_20DRL_20intakes_20-_20Including_20Nolden_20Square_20Drl_27s-9.png?v=1770387873,4,Передні впускні клапани Land Rover Defender 90/110/130 URBAN з передніми габаритними вогнями Nolden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urb-fro-25353095-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/050-0042_20Defender_202020_20-_2090-110-130_20-_20_20DRL_20intakes_20-_20Including_20Nolden_20Square_20Drl_27s-8.png?v=1770387873,5,Передні впускні клапани Land Rover Defender 90/110/130 URBAN з передніми габаритними вогнями Nolden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urb-fro-25353095-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/050-0042_20Defender_202020_20-_2090-110-130_20-_20_20DRL_20intakes_20-_20Including_20Nolden_20Square_20Drl_27s-5.png?v=1770387873,6,Передні впускні клапани Land Rover Defender 90/110/130 URBAN з передніми габаритними вогнями Nolden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urb-fro-25353095-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/050-0042_20Defender_202020_20-_2090-110-130_20-_20_20DRL_20intakes_20-_20Including_20Nolden_20Square_20Drl_27s-6.png?v=1770387873,7,Передні впускні клапани Land Rover Defender 90/110/130 URBAN з передніми габаритними вогнями Nolden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urb-fro-25353095-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/050-0042_20Defender_202020_20-_2090-110-130_20-_20_20DRL_20intakes_20-_20Including_20Nolden_20Square_20Drl_27s-4.png?v=1770387872,8,Передні впускні клапани Land Rover Defender 90/110/130 URBAN з передніми габаритними вогнями Nolden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urb-fro-25353095-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/050-0042_20Defender_202020_20-_2090-110-130_20-_20_20DRL_20intakes_20-_20Including_20Nolden_20Square_20Drl_27s-7.png?v=1770387873,9,Передні впускні клапани Land Rover Defender 90/110/130 URBAN з передніми габаритними вогнями Nolden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urb-whe-26009257-v1,"22"" UV3 - (кольоровий/автомобільний/PCD)","",Urban,,Wheels,"Urban Automotive, Wheels",true,Title,Default Title,,,,,,,,URB-WHE-26009257-V1,1000.0,,999,continue,manual,210412.80,,true,true,,,,,100-0091,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_a8da120c-b513-40ae-b81d-18b1103b16a2.png?v=1770387871,1,Urban Automotive — зображення скоро з'явиться,false,,"22"" UV3 - (кольоровий/автомобільний/PCD). URBAN Automotive для Urban Automotive 22"" UV3 - (Colour/Vehicle/PCD). Офіційний дилер в Україні. Доставка по Україні.",,,,,,,,,,,,,Urban Automotive,'2810.0,"22"" UV3 - (Colour/Vehicle/PCD)",2810.0,"Urban Automotive 22"" UV3 - (Colour/Vehicle/PCD)",,,,,,,kg,,2810.00,active
urb-whe-26009285-v1,"23"" UC9 - 5x120 - ET32 - Satin Black (L460/L461)","",Urban,,Wheels,"Land Rover, Range Rover Sport L461, Urban Automotive, Wheels",true,Title,Default Title,,,,,,,,URB-WHE-26009285-V1,1000.0,,999,continue,manual,75628.80,,true,true,,,,,100-1168,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_37e071ee-a72d-40d5-b5ed-21d9d0d30ecb.png?v=1770387870,1,Urban Automotive — зображення скоро з'явиться,false,,"23"" UC9 - 5x120 - ET32 - Satin Black (L460/L461). URBAN Automotive для Land Rover Range Rover Sport L461. Офіційний дилер в Україні. Доставка по Україні.",,,,,,,,,,,,,Land Rover,'1010.0,Range Rover Sport L461,1010.0,Land Rover Range Rover Sport L461,,,,,,,kg,,1010.00,active
